advertiserName;date;creativeType;deviceCategoryName;totalLineItemLevelImpressions;totalLineItemLevelClicks;totalLineItemLevelCtr;clickThroughConversions;viewThroughConversions
Cliente 1;16/07/2023;Programmatic;Smartphone;19688;463;0,02352;384;77
Cliente 1;16/07/2023;DoubleClick Rich Media;Smartphone;3964;163;0,04112;115;321
Cliente 1;16/07/2023;Custom template;SmartTV;40960;433;0,01057;388;339
Cliente 1;16/07/2023;Custom;Desktop;25509;17;0,00067;14;308
Cliente 1;16/07/2023;HTML5;Smartphone;40359;191;0,00473;37;256
Cliente 1;16/07/2023;Custom;SmartTV;40994;112;0,00273;6;151
Cliente 1;16/07/2023;HTML5;Tablet;23622;457;0,01935;116;116
Cliente 1;16/07/2023;Programmatic;SmartTV;18338;322;0,01756;145;272
Cliente 1;16/07/2023;Image;SmartTV;42828;152;0,00355;31;204
Cliente 1;16/07/2023;Image;Desktop;46648;348;0,00746;234;332
Cliente 1;16/07/2023;Third-party;Tablet;45354;321;0,00708;45;423
Cliente 1;17/07/2023;Video creative sets;Desktop;40929;214;0,00523;34;263
Cliente 1;17/07/2023;Programmatic;Smartphone;38492;19;0,00049;11;238
Cliente 1;17/07/2023;Other;SmartTV;17517;333;0,01901;147;407
Cliente 1;17/07/2023;Custom;Smartphone;39035;138;0,00354;117;433
Cliente 1;17/07/2023;Third-party;SmartTV;16490;111;0,00673;51;426
Cliente 1;17/07/2023;Image;SmartTV;35250;24;0,00068;11;152
Cliente 1;17/07/2023;Video creative sets;Tablet;14184;465;0,03278;187;79
Cliente 1;17/07/2023;DoubleClick Rich Media;SmartTV;42656;460;0,01078;234;214
Cliente 1;17/07/2023;Video creative sets;SmartTV;46825;23;0,00049;16;24
Cliente 1;17/07/2023;Third-party;SmartTV;29959;105;0,00350;66;333
Cliente 1;17/07/2023;Custom template;Tablet;38704;387;0,01000;346;232
Cliente 1;17/07/2023;Video creative sets;SmartTV;20911;15;0,00072;2;106
Cliente 1;17/07/2023;Third-party;Smartphone;38597;224;0,00580;212;429
Cliente 1;17/07/2023;Video creative sets;Smartphone;8852;75;0,00847;57;157
Cliente 1;17/07/2023;HTML5;SmartTV;35894;360;0,01003;331;16
Cliente 1;17/07/2023;HTML5;Tablet;21238;157;0,00739;106;37
Cliente 1;17/07/2023;Programmatic;SmartTV;25199;325;0,01290;72;83
Cliente 1;17/07/2023;Third-party;Smartphone;36515;334;0,00915;139;417
Cliente 1;17/07/2023;Image;Tablet;10392;407;0,03916;2;28
Cliente 1;17/07/2023;Image;Smartphone;31619;70;0,00221;50;22
Cliente 1;17/07/2023;Image;Smartphone;20437;459;0,02246;266;37
Cliente 1;17/07/2023;Programmatic;Tablet;6271;312;0,04975;32;347
Cliente 1;17/07/2023;Custom;Tablet;40412;334;0,00826;211;232
Cliente 1;17/07/2023;Custom template;Tablet;40489;241;0,00595;226;19
Cliente 1;17/07/2023;Custom;Tablet;2980;258;0,08658;4;395
Cliente 1;17/07/2023;Third-party;SmartTV;23811;440;0,01848;367;234
Cliente 1;17/07/2023;Third-party;Desktop;43717;354;0,00810;126;481
Cliente 1;17/07/2023;Custom template;Tablet;22154;149;0,00673;95;480
Cliente 1;17/07/2023;Third-party;SmartTV;33989;135;0,00397;82;495
Cliente 1;17/07/2023;Other;Smartphone;7727;137;0,01773;9;98
Cliente 1;17/07/2023;Image;SmartTV;48333;37;0,00077;27;397
Cliente 1;17/07/2023;Video creative sets;Tablet;23986;132;0,00550;38;228
Cliente 1;17/07/2023;HTML5;Smartphone;16412;137;0,00835;77;251
Cliente 1;17/07/2023;Third-party;SmartTV;21777;201;0,00923;31;224
Cliente 1;17/07/2023;Other;Tablet;25500;335;0,01314;215;221
Cliente 1;17/07/2023;Custom;Tablet;42548;263;0,00618;250;447
Cliente 1;17/07/2023;HTML5;Smartphone;44895;327;0,00728;235;478
Cliente 1;17/07/2023;Third-party;Desktop;22957;137;0,00597;76;146
Cliente 1;17/07/2023;Third-party;Desktop;29127;208;0,00714;127;347
Cliente 1;17/07/2023;Programmatic;SmartTV;10663;348;0,03264;82;205
Cliente 1;17/07/2023;Other;Desktop;39092;330;0,00844;313;82
Cliente 1;17/07/2023;Programmatic;Desktop;12481;493;0,03950;133;270
Cliente 1;17/07/2023;Video creative sets;SmartTV;30154;436;0,01446;245;206
Cliente 1;17/07/2023;DoubleClick Rich Media;SmartTV;48335;135;0,00279;76;263
Cliente 1;17/07/2023;DoubleClick Rich Media;Tablet;38815;33;0,00085;33;112
Cliente 1;17/07/2023;Custom;SmartTV;13729;425;0,03096;346;209
Cliente 1;17/07/2023;DoubleClick Rich Media;Tablet;5985;34;0,00568;21;388
Cliente 1;17/07/2023;Custom;Smartphone;47974;489;0,01019;9;167
Cliente 1;17/07/2023;Video creative sets;Desktop;38387;460;0,01198;273;160
Cliente 1;17/07/2023;Third-party;Tablet;48297;99;0,00205;66;497
Cliente 1;17/07/2023;Video creative sets;Tablet;49839;60;0,00120;40;292
Cliente 1;17/07/2023;Image;Tablet;34368;315;0,00917;292;377
Cliente 1;17/07/2023;Video creative sets;Smartphone;20903;66;0,00316;65;371
Cliente 1;17/07/2023;Third-party;Smartphone;32864;407;0,01238;385;25
Cliente 1;17/07/2023;Image;Smartphone;8104;247;0,03048;157;343
Cliente 1;17/07/2023;HTML5;Desktop;10850;66;0,00608;10;76
Cliente 1;17/07/2023;DoubleClick Rich Media;SmartTV;2613;67;0,02564;53;318
Cliente 1;17/07/2023;DoubleClick Rich Media;Smartphone;43103;176;0,00408;111;450
Cliente 1;17/07/2023;DoubleClick Rich Media;Smartphone;14318;495;0,03457;115;9
Cliente 1;17/07/2023;Programmatic;Smartphone;1110;252;0,22703;21;115
Cliente 1;17/07/2023;HTML5;SmartTV;48497;392;0,00808;385;22
Cliente 1;17/07/2023;Custom template;Smartphone;766;462;0,60313;332;9
Cliente 1;17/07/2023;Third-party;Desktop;34968;305;0,00872;30;115
Cliente 1;17/07/2023;Image;SmartTV;27679;448;0,01619;282;363
Cliente 1;17/07/2023;Programmatic;Tablet;30237;45;0,00149;24;135
Cliente 1;17/07/2023;DoubleClick Rich Media;Smartphone;12103;389;0,03214;235;457
Cliente 1;17/07/2023;Video creative sets;Desktop;13596;345;0,02538;33;9
Cliente 1;17/07/2023;DoubleClick Rich Media;SmartTV;3126;303;0,09693;31;115
Cliente 1;17/07/2023;Custom;Tablet;1417;462;0,32604;258;41
Cliente 1;17/07/2023;DoubleClick Rich Media;Tablet;43060;9;0,00021;1;142
Cliente 1;17/07/2023;HTML5;Tablet;26521;451;0,01701;331;125
Cliente 1;17/07/2023;Third-party;Smartphone;4862;346;0,07116;14;457
Cliente 1;17/07/2023;Custom;Desktop;42146;236;0,00560;145;60
Cliente 1;17/07/2023;Image;Smartphone;45686;497;0,01088;36;413
Cliente 1;17/07/2023;Programmatic;SmartTV;28670;178;0,00621;129;500
Cliente 1;17/07/2023;Custom template;SmartTV;23231;99;0,00426;47;31
Cliente 1;17/07/2023;Programmatic;Smartphone;10529;332;0,03153;226;303
Cliente 1;17/07/2023;HTML5;Desktop;14311;35;0,00245;7;157
Cliente 1;17/07/2023;Programmatic;Tablet;38428;164;0,00427;151;51
Cliente 1;17/07/2023;DoubleClick Rich Media;Smartphone;4782;496;0,10372;3;436
Cliente 1;17/07/2023;Custom;Desktop;22612;254;0,01123;169;183
Cliente 1;17/07/2023;Programmatic;Tablet;26161;80;0,00306;79;358
Cliente 1;17/07/2023;Programmatic;Tablet;839;137;0,16329;107;220
Cliente 1;17/07/2023;Third-party;SmartTV;22085;60;0,00272;19;114
Cliente 1;17/07/2023;Video creative sets;Tablet;11559;51;0,00441;40;104
Cliente 1;17/07/2023;DoubleClick Rich Media;SmartTV;35435;50;0,00141;42;101
Cliente 1;17/07/2023;Custom template;SmartTV;26161;18;0,00069;16;130
Cliente 1;17/07/2023;Image;SmartTV;39969;243;0,00608;68;138
Cliente 1;17/07/2023;DoubleClick Rich Media;Smartphone;32087;23;0,00072;5;234
Cliente 1;17/07/2023;HTML5;Desktop;3744;459;0,12260;3;277
Cliente 1;18/07/2023;Custom;Desktop;1851;290;0,15667;137;225
Cliente 1;18/07/2023;DoubleClick Rich Media;Smartphone;18115;265;0,01463;71;251
Cliente 1;18/07/2023;DoubleClick Rich Media;SmartTV;28193;215;0,00763;174;296
Cliente 1;18/07/2023;Image;Desktop;44335;305;0,00688;46;37
Cliente 1;18/07/2023;Programmatic;Desktop;49602;389;0,00784;122;258
Cliente 1;18/07/2023;Third-party;Desktop;12398;304;0,02452;160;21
Cliente 1;18/07/2023;Third-party;Desktop;35749;422;0,01180;136;286
Cliente 1;18/07/2023;Other;Tablet;4288;20;0,00466;5;195
Cliente 1;18/07/2023;Image;Smartphone;22619;403;0,01782;148;76
Cliente 1;18/07/2023;Third-party;Smartphone;42965;319;0,00742;180;318
Cliente 1;18/07/2023;DoubleClick Rich Media;Desktop;31482;441;0,01401;178;112
Cliente 1;18/07/2023;Custom;Smartphone;22176;161;0,00726;97;106
Cliente 1;18/07/2023;Other;Smartphone;448;183;0,40848;63;393
Cliente 1;18/07/2023;Third-party;SmartTV;39058;469;0,01201;379;491
Cliente 1;18/07/2023;Other;SmartTV;36332;202;0,00556;69;106
Cliente 1;18/07/2023;Programmatic;SmartTV;25776;28;0,00109;25;398
Cliente 1;18/07/2023;Other;Tablet;37472;185;0,00494;155;325
Cliente 1;18/07/2023;Third-party;Smartphone;2956;486;0,16441;138;350
Cliente 1;18/07/2023;Third-party;Smartphone;12532;30;0,00239;25;132
Cliente 1;18/07/2023;Custom template;Tablet;14409;124;0,00861;43;289
Cliente 1;18/07/2023;HTML5;Desktop;47818;80;0,00167;71;291
Cliente 1;18/07/2023;Image;Smartphone;30220;85;0,00281;39;376
Cliente 1;18/07/2023;Programmatic;Smartphone;39437;257;0,00652;43;82
Cliente 1;18/07/2023;Custom template;Tablet;3741;45;0,01203;4;473
Cliente 1;18/07/2023;Custom template;SmartTV;48739;395;0,00810;205;259
Cliente 1;18/07/2023;Video creative sets;SmartTV;30372;232;0,00764;178;214
Cliente 1;18/07/2023;Third-party;SmartTV;12077;420;0,03478;258;381
Cliente 1;18/07/2023;Programmatic;Smartphone;3316;390;0,11761;311;464
Cliente 1;18/07/2023;Third-party;Tablet;41023;312;0,00761;156;381
Cliente 1;18/07/2023;Other;Smartphone;42498;374;0,00880;277;163
Cliente 1;18/07/2023;Programmatic;Tablet;14800;377;0,02547;189;132
Cliente 1;18/07/2023;HTML5;Smartphone;49363;500;0,01013;432;292
Cliente 1;18/07/2023;Custom template;Smartphone;34868;128;0,00367;17;354
Cliente 1;18/07/2023;Other;SmartTV;2009;367;0,18268;210;308
Cliente 1;18/07/2023;Programmatic;Tablet;45135;110;0,00244;65;331
Cliente 1;18/07/2023;Video creative sets;Desktop;918;439;0,47821;14;309
Cliente 1;18/07/2023;Custom;Desktop;16172;470;0,02906;450;293
Cliente 1;18/07/2023;DoubleClick Rich Media;SmartTV;20879;94;0,00450;43;425
Cliente 1;18/07/2023;Programmatic;Smartphone;48295;359;0,00743;192;179
Cliente 1;18/07/2023;HTML5;Smartphone;27281;479;0,01756;264;76
Cliente 1;18/07/2023;Video creative sets;Smartphone;28768;425;0,01477;336;213
Cliente 1;18/07/2023;Programmatic;Tablet;28186;113;0,00401;1;438
Cliente 1;18/07/2023;Other;Tablet;10924;471;0,04312;97;89
Cliente 1;18/07/2023;Programmatic;SmartTV;13470;357;0,02650;51;153
Cliente 1;18/07/2023;Third-party;Tablet;12710;421;0,03312;88;114
Cliente 1;18/07/2023;HTML5;Smartphone;19988;87;0,00435;62;42
Cliente 1;18/07/2023;Image;Tablet;24122;211;0,00875;171;421
Cliente 1;18/07/2023;Programmatic;Desktop;46723;54;0,00116;48;420
Cliente 1;18/07/2023;DoubleClick Rich Media;Tablet;26031;498;0,01913;306;380
Cliente 1;18/07/2023;Custom template;SmartTV;41519;108;0,00260;22;335
Cliente 1;18/07/2023;Custom;Desktop;34555;217;0,00628;20;424
Cliente 1;18/07/2023;HTML5;Desktop;8073;136;0,01685;114;83
Cliente 1;18/07/2023;HTML5;Desktop;25504;59;0,00231;26;373
Cliente 1;18/07/2023;Third-party;SmartTV;45171;215;0,00476;84;24
Cliente 1;18/07/2023;Video creative sets;Desktop;1510;421;0,27881;53;296
Cliente 1;18/07/2023;HTML5;Desktop;16424;453;0,02758;241;181
Cliente 1;18/07/2023;Custom template;Desktop;16080;454;0,02823;336;271
Cliente 1;18/07/2023;Programmatic;SmartTV;35860;473;0,01319;363;41
Cliente 1;18/07/2023;DoubleClick Rich Media;Tablet;46359;114;0,00246;62;288
Cliente 1;18/07/2023;Other;Desktop;33746;133;0,00394;45;172
Cliente 1;18/07/2023;DoubleClick Rich Media;Tablet;46992;161;0,00343;113;53
Cliente 1;18/07/2023;HTML5;Desktop;2164;266;0,12292;92;342
Cliente 1;18/07/2023;Video creative sets;Tablet;23516;148;0,00629;81;75
Cliente 1;18/07/2023;Image;SmartTV;22949;36;0,00157;17;231
Cliente 1;18/07/2023;HTML5;Smartphone;13926;319;0,02291;292;23
Cliente 1;18/07/2023;Programmatic;Desktop;20873;96;0,00460;46;257
Cliente 1;18/07/2023;HTML5;SmartTV;35472;154;0,00434;53;450
Cliente 1;18/07/2023;HTML5;Tablet;48103;262;0,00545;93;489
Cliente 1;18/07/2023;Other;Smartphone;22044;174;0,00789;29;448
Cliente 1;18/07/2023;Custom template;Desktop;19017;354;0,01861;128;158
Cliente 1;19/07/2023;Image;Tablet;39916;364;0,00912;355;276
Cliente 1;19/07/2023;Video creative sets;Smartphone;20804;216;0,01038;49;76
Cliente 1;19/07/2023;Third-party;Desktop;12903;453;0,03511;35;31
Cliente 1;19/07/2023;Programmatic;SmartTV;26383;61;0,00231;55;207
Cliente 1;19/07/2023;Custom;SmartTV;7007;352;0,05024;292;172
Cliente 1;19/07/2023;Custom;Tablet;35118;330;0,00940;260;57
Cliente 1;19/07/2023;HTML5;Tablet;25637;107;0,00417;54;412
Cliente 1;19/07/2023;Custom template;Desktop;35340;403;0,01140;186;355
Cliente 1;19/07/2023;Custom;Desktop;42509;238;0,00560;234;376
Cliente 1;19/07/2023;DoubleClick Rich Media;Smartphone;19540;279;0,01428;85;274
Cliente 1;19/07/2023;Third-party;Tablet;30315;10;0,00033;1;167
Cliente 1;19/07/2023;Video creative sets;Desktop;29837;82;0,00275;78;287
Cliente 1;19/07/2023;Third-party;Smartphone;39618;5;0,00013;2;56
Cliente 1;19/07/2023;Third-party;Smartphone;9764;77;0,00789;59;382
Cliente 1;19/07/2023;Video creative sets;Tablet;9020;56;0,00621;21;190
Cliente 1;19/07/2023;DoubleClick Rich Media;Tablet;38811;180;0,00464;104;250
Cliente 1;19/07/2023;HTML5;Smartphone;24895;419;0,01683;335;468
Cliente 1;19/07/2023;Programmatic;Smartphone;17034;486;0,02853;371;102
Cliente 1;19/07/2023;DoubleClick Rich Media;SmartTV;16498;183;0,01109;172;122
Cliente 1;19/07/2023;Video creative sets;Desktop;7766;481;0,06194;479;344
Cliente 1;19/07/2023;Third-party;Tablet;17162;307;0,01789;87;43
Cliente 1;19/07/2023;Custom template;SmartTV;37929;421;0,01110;357;196
Cliente 1;19/07/2023;Third-party;Smartphone;31671;156;0,00493;15;446
Cliente 1;19/07/2023;Other;Smartphone;15363;218;0,01419;18;378
Cliente 1;19/07/2023;DoubleClick Rich Media;Desktop;23557;486;0,02063;217;460
Cliente 1;19/07/2023;Image;Tablet;32545;362;0,01112;230;470
Cliente 1;19/07/2023;Video creative sets;Tablet;36408;253;0,00695;229;258
Cliente 1;19/07/2023;Custom template;Desktop;16092;379;0,02355;357;493
Cliente 1;19/07/2023;Video creative sets;SmartTV;20690;481;0,02325;296;330
Cliente 1;19/07/2023;Custom;SmartTV;10844;242;0,02232;74;10
Cliente 1;19/07/2023;Image;SmartTV;5202;418;0,08035;394;347
Cliente 1;19/07/2023;DoubleClick Rich Media;Smartphone;4008;338;0,08433;196;201
Cliente 1;19/07/2023;Custom template;Desktop;19344;71;0,00367;32;304
Cliente 1;19/07/2023;HTML5;Desktop;40065;112;0,00280;104;330
Cliente 1;19/07/2023;HTML5;SmartTV;49685;198;0,00399;90;410
Cliente 1;19/07/2023;Custom template;Desktop;36919;409;0,01108;186;191
Cliente 1;19/07/2023;Video creative sets;SmartTV;10596;275;0,02595;9;207
Cliente 1;19/07/2023;HTML5;Tablet;14866;145;0,00975;134;292
Cliente 1;19/07/2023;Video creative sets;Smartphone;9088;65;0,00715;55;184
Cliente 1;19/07/2023;Other;Tablet;26204;10;0,00038;5;146
Cliente 1;19/07/2023;DoubleClick Rich Media;Tablet;27935;192;0,00687;163;45
Cliente 1;19/07/2023;Third-party;Smartphone;15299;330;0,02157;154;395
Cliente 1;19/07/2023;Custom;SmartTV;33231;273;0,00822;164;68
Cliente 1;19/07/2023;Video creative sets;Tablet;41035;400;0,00975;364;150
Cliente 1;19/07/2023;Programmatic;Desktop;26425;66;0,00250;17;97
Cliente 1;19/07/2023;Programmatic;Desktop;14678;396;0,02698;385;34
Cliente 1;19/07/2023;Programmatic;Smartphone;47559;154;0,00324;135;56
Cliente 1;19/07/2023;Other;SmartTV;12761;30;0,00235;21;36
Cliente 1;19/07/2023;DoubleClick Rich Media;Smartphone;37297;228;0,00611;48;257
Cliente 1;19/07/2023;DoubleClick Rich Media;Smartphone;30778;108;0,00351;10;26
Cliente 1;19/07/2023;Custom;Smartphone;40466;450;0,01112;47;295
Cliente 1;19/07/2023;HTML5;Smartphone;49317;433;0,00878;339;261
Cliente 1;19/07/2023;Third-party;SmartTV;28835;415;0,01439;95;19
Cliente 1;19/07/2023;Third-party;Tablet;26355;35;0,00133;28;148
Cliente 1;19/07/2023;DoubleClick Rich Media;SmartTV;7462;470;0,06299;247;335
Cliente 1;19/07/2023;DoubleClick Rich Media;SmartTV;16214;291;0,01795;75;277
Cliente 1;19/07/2023;Third-party;Tablet;17350;485;0,02795;151;267
Cliente 1;19/07/2023;Custom template;Smartphone;5266;163;0,03095;19;165
Cliente 1;19/07/2023;Programmatic;Smartphone;30528;40;0,00131;24;321
Cliente 1;19/07/2023;DoubleClick Rich Media;Smartphone;8255;458;0,05548;348;116
Cliente 1;19/07/2023;Custom template;Smartphone;28755;484;0,01683;323;197
Cliente 1;19/07/2023;Other;Desktop;45102;155;0,00344;50;365
Cliente 1;19/07/2023;Image;Tablet;16548;95;0,00574;65;213
Cliente 1;19/07/2023;HTML5;Tablet;17641;458;0,02596;380;324
Cliente 1;19/07/2023;Other;Smartphone;10215;172;0,01684;80;407
Cliente 1;19/07/2023;HTML5;Tablet;30122;358;0,01189;329;325
Cliente 1;19/07/2023;Programmatic;Smartphone;14694;391;0,02661;247;126
Cliente 1;19/07/2023;HTML5;Tablet;36339;409;0,01126;260;308
Cliente 1;19/07/2023;Video creative sets;Smartphone;20501;53;0,00259;26;165
Cliente 1;19/07/2023;HTML5;Desktop;5962;180;0,03019;78;146
Cliente 1;19/07/2023;Other;SmartTV;49365;375;0,00760;284;321
Cliente 1;19/07/2023;Video creative sets;Smartphone;3575;44;0,01231;15;193
Cliente 1;19/07/2023;Programmatic;Smartphone;45092;303;0,00672;81;187
Cliente 1;19/07/2023;Custom template;Smartphone;39891;1;0,00003;1;109
Cliente 1;19/07/2023;HTML5;SmartTV;14906;100;0,00671;52;84
Cliente 1;19/07/2023;Programmatic;Desktop;22496;27;0,00120;18;182
Cliente 1;19/07/2023;Custom;SmartTV;14021;21;0,00150;2;302
Cliente 1;19/07/2023;DoubleClick Rich Media;Tablet;24846;18;0,00072;11;287
Cliente 1;19/07/2023;Image;Tablet;27599;474;0,01717;72;404
Cliente 1;19/07/2023;Image;Smartphone;40609;403;0,00992;379;284
Cliente 1;19/07/2023;DoubleClick Rich Media;Tablet;12516;77;0,00615;77;244
Cliente 1;19/07/2023;Image;Desktop;44669;253;0,00566;8;122
Cliente 1;19/07/2023;HTML5;Smartphone;37813;343;0,00907;326;404
Cliente 1;19/07/2023;Other;Tablet;26603;395;0,01485;7;84
Cliente 1;19/07/2023;Custom;Tablet;46545;43;0,00092;8;385
Cliente 1;19/07/2023;Custom;Tablet;2931;8;0,00273;1;64
Cliente 1;19/07/2023;Third-party;Desktop;35178;469;0,01333;2;400
Cliente 1;19/07/2023;HTML5;SmartTV;45848;341;0,00744;265;134
Cliente 1;19/07/2023;Other;SmartTV;43122;12;0,00028;6;63
Cliente 1;19/07/2023;Programmatic;SmartTV;24539;209;0,00852;88;16
Cliente 1;20/07/2023;Other;Tablet;13622;124;0,00910;39;418
Cliente 1;20/07/2023;HTML5;Desktop;33573;101;0,00301;11;404
Cliente 1;20/07/2023;Custom template;Smartphone;36757;365;0,00993;309;236
Cliente 1;20/07/2023;HTML5;SmartTV;17957;319;0,01776;104;5
Cliente 1;20/07/2023;DoubleClick Rich Media;Desktop;23356;475;0,02034;464;460
Cliente 1;20/07/2023;Video creative sets;Desktop;40740;105;0,00258;66;113
Cliente 1;20/07/2023;Video creative sets;Desktop;24028;99;0,00412;70;128
Cliente 1;20/07/2023;HTML5;Desktop;1241;397;0,31990;175;34
Cliente 1;20/07/2023;Video creative sets;Smartphone;36920;146;0,00395;99;162
Cliente 1;20/07/2023;Custom;SmartTV;2036;21;0,01031;15;50
Cliente 1;20/07/2023;Programmatic;Desktop;14336;70;0,00488;6;225
Cliente 1;20/07/2023;Custom;Smartphone;9867;101;0,01024;50;440
Cliente 1;20/07/2023;Custom;Desktop;22548;485;0,02151;20;316
Cliente 1;20/07/2023;HTML5;Desktop;20727;401;0,01935;279;425
Cliente 1;20/07/2023;Other;Smartphone;47433;435;0,00917;70;324
Cliente 1;20/07/2023;Other;Smartphone;19711;413;0,02095;406;421
Cliente 1;20/07/2023;Custom;Smartphone;28177;26;0,00092;15;39
Cliente 1;20/07/2023;Third-party;Desktop;11401;376;0,03298;183;473
Cliente 1;20/07/2023;Image;Desktop;18453;377;0,02043;99;117
Cliente 1;20/07/2023;Other;Desktop;14959;83;0,00555;83;318
Cliente 1;20/07/2023;Programmatic;Desktop;46727;170;0,00364;165;281
Cliente 1;20/07/2023;Third-party;Tablet;21553;383;0,01777;87;228
Cliente 1;20/07/2023;HTML5;Desktop;12679;448;0,03533;163;343
Cliente 1;20/07/2023;Custom;Desktop;15495;199;0,01284;72;190
Cliente 1;20/07/2023;Other;Smartphone;31277;421;0,01346;41;326
Cliente 1;20/07/2023;Custom;Smartphone;33486;461;0,01377;115;187
Cliente 1;20/07/2023;Custom template;Smartphone;48094;434;0,00902;125;289
Cliente 1;20/07/2023;Image;Desktop;48831;354;0,00725;110;331
Cliente 1;20/07/2023;Video creative sets;Tablet;27346;63;0,00230;28;168
Cliente 1;20/07/2023;Custom;Tablet;15302;391;0,02555;4;36
Cliente 1;20/07/2023;Custom;Tablet;27035;411;0,01520;199;120
Cliente 1;20/07/2023;HTML5;SmartTV;12207;40;0,00328;14;148
Cliente 1;20/07/2023;DoubleClick Rich Media;Desktop;49038;34;0,00069;19;141
Cliente 1;20/07/2023;HTML5;Desktop;6646;32;0,00481;18;497
Cliente 1;20/07/2023;Other;SmartTV;30685;288;0,00939;215;338
Cliente 1;20/07/2023;Video creative sets;Tablet;12862;373;0,02900;50;100
Cliente 1;20/07/2023;Other;Desktop;48564;35;0,00072;11;357
Cliente 1;20/07/2023;Programmatic;SmartTV;44807;159;0,00355;18;92
Cliente 1;20/07/2023;HTML5;Tablet;21354;261;0,01222;26;237
Cliente 1;20/07/2023;Programmatic;SmartTV;32503;167;0,00514;47;386
Cliente 1;20/07/2023;Programmatic;Desktop;2823;494;0,17499;165;35
Cliente 1;20/07/2023;Other;Tablet;235;329;1,40000;247;16
Cliente 1;20/07/2023;Other;SmartTV;40436;449;0,01110;192;367
Cliente 1;20/07/2023;DoubleClick Rich Media;Tablet;7926;63;0,00795;39;203
Cliente 1;20/07/2023;Image;Tablet;47172;9;0,00019;6;27
Cliente 1;20/07/2023;Image;Smartphone;49183;399;0,00811;166;97
Cliente 1;20/07/2023;DoubleClick Rich Media;Smartphone;35442;359;0,01013;230;181
Cliente 1;20/07/2023;HTML5;Smartphone;48517;19;0,00039;5;461
Cliente 1;20/07/2023;Video creative sets;Smartphone;45816;261;0,00570;64;46
Cliente 1;20/07/2023;Other;SmartTV;15104;159;0,01053;100;494
Cliente 1;20/07/2023;DoubleClick Rich Media;Smartphone;4540;487;0,10727;159;309
